"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
NA,"4",NA,NA,0.77,0.1045,"(-0.01,5]",NA,"2",4,13
2,"4","2",11.74,0.77,0,"(-0.01,5]",137.8276,"2",4,6
3,"4","2",11.74,0.77,0,"(-0.01,5]",137.8276,"2",4,4
NA,"4",NA,NA,0.71,0,NA,NA,"2",4,4
5,"4",NA,10.8,0.82,0,"(-0.01,5]",116.64,"2",4,30
6,"4","2",10.8,NA,0.1045,"(5,10]",116.64,"2",4,120
7,"4","2",10.8,0.82,0.1343,"(5,10]",116.64,"2",4,406
NA,"4",NA,NA,0.82,0.1045,"(5,10]",NA,"2",4,677
9,"4",NA,13.62,0.72,NA,"(5,10]",185.5044,"2",4,301
10,NA,NA,14.56,NA,NA,NA,211.9936,"2",4,189
11,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,229
12,"4","1",17.38,0.49,0,"(10,16]",302.0644,"2",4,264
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,238
14,NA,"1",19.26,NA,NA,NA,370.9476,"2",4,237
15,"4","1",20.2,0.43,0,"(10,16]",408.04,"2",4,262
16,NA,"1",21.14,NA,NA,NA,446.8996,"2",4,387
NA,"4",NA,NA,0.43,0.0896,"(16,19]",NA,"2",4,748
18,"4","1",NA,NA,0.0896,"(16,19]",408.04,"2",4,776
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,586
20,"4",NA,18.32,0.49,0.2239,NA,335.6224,"2",4,404
21,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,267
NA,"4",NA,NA,0.59,0.194,NA,NA,"2",4,248
23,"4","1",15.5,0.63,0.1045,"(19,24]",240.25,"2",4,144
NA,"5",NA,NA,NA,NA,"(-0.01,5]",NA,"2",4,64
NA,"5",NA,NA,0.82,0.194,"(-0.01,5]",NA,"2",4,25
2,"5","1",12.68,0.88,0.194,"(-0.01,5]",160.7824,"2",4,21
3,"5","1",12.68,0.88,0.1045,"(-0.01,5]",160.7824,"2",4,10
4,"5","1",11.74,0.94,0.1045,"(-0.01,5]",137.8276,"2",4,3
5,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,25
6,"5","1",11.74,0.88,0,"(5,10]",137.8276,"2",4,113
7,"5","1",11.74,0.94,0,"(5,10]",NA,"2",4,359
NA,"5",NA,NA,0.94,0,"(5,10]",NA,"2",4,700
9,"5","1",13.62,0.88,0.0896,"(5,10]",185.5044,"2",4,359
10,"5","1",15.5,0.77,0.194,"(5,10]",240.25,"2",4,237
NA,"5",NA,NA,0.68,0.1642,"(10,16]",NA,"2",4,254
12,"5","1",19.26,0.53,0.194,"(10,16]",370.9476,"2",4,362
13,"5","1",21.14,0.43,0.194,"(10,16]",446.8996,"2",4,381
14,"5","1",22.08,0.44,0.2239,"(10,16]",487.5264,"2",4,394
NA,"5",NA,NA,0.47,0.194,"(10,16]",NA,"2",4,407
16,"5",NA,23.02,NA,0.194,"(10,16]",529.9204,"2",4,580
NA,"5",NA,NA,0.47,0.2836,"(16,19]",NA,"2",4,819
18,"5","1",21.14,0.5,0.2836,"(16,19]",446.8996,"2",4,668
NA,"5",NA,NA,0.53,0.194,"(16,19]",NA,"2",4,492
20,"5","1",19.26,0.56,0.1642,"(19,24]",370.9476,"2",4,341
21,"5","1",18.32,0.68,0.1343,"(19,24]",335.6224,"2",4,287
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,202
23,"5","1",16.44,0.72,0.1343,"(19,24]",270.2736,"2",4,187
0,"6","1",16.44,0.77,0.2239,"(-0.01,5]",270.2736,"2",4,142
1,"6","1",16.44,0.77,NA,"(-0.01,5]",270.2736,"2",4,88
2,"6","1",16.44,0.77,NA,"(-0.01,5]",270.2736,"2",4,81
3,NA,"1",15.5,NA,NA,NA,240.25,"2",4,29
4,"6","1",15.5,0.82,0.2537,"(-0.01,5]",240.25,"2",4,9
5,"6","1",15.5,0.82,0.2537,"(-0.01,5]",240.25,"2",4,1
NA,"6",NA,NA,0.82,0.2239,"(5,10]",NA,"2",4,31
7,NA,"1",15.5,0.82,0.2836,"(5,10]",240.25,"2",4,76
8,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,201
9,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,331
NA,"6",NA,NA,0.64,NA,"(5,10]",NA,"2",4,482
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,608
12,"6","1",22.08,NA,0.2239,"(10,16]",487.5264,"2",4,640
13,"6","1",23.02,0.54,0.2239,"(10,16]",529.9204,"2",4,649
14,NA,"1",24.9,NA,NA,NA,620.01,"2",4,609
15,"6","1",25.84,0.39,0.2537,"(10,16]",667.7056,"2",4,628
16,NA,"1",24.9,NA,NA,NA,620.01,"2",4,639
17,"6","2",26.78,0.3,0.3881,"(16,19]",717.1684,"2",4,568
NA,"6",NA,NA,0.47,0.4925,"(16,19]",NA,"2",4,416
19,"6","3",18.32,0.73,0.4925,NA,335.6224,"2",4,54
NA,"6",NA,NA,0.82,0.2985,"(19,24]",NA,"2",4,39
21,"6","3",15.5,0.82,0.3881,"(19,24]",240.25,"2",4,102
NA,"6",NA,NA,0.82,0.2985,"(19,24]",NA,"2",4,110
23,"6","2",13.62,0.82,0.2836,"(19,24]",185.5044,"2",4,91
NA,"0","2",13.62,0.82,0.194,"(-0.01,5]",185.5044,"2",4,117
1,NA,"2",13.62,NA,NA,NA,185.5044,"2",4,73
2,"0","1",13.62,0.72,0.2836,"(-0.01,5]",NA,"2",4,56
NA,"0",NA,NA,0.82,0.1642,"(-0.01,5]",NA,"2",4,40
4,NA,"2",12.68,NA,NA,NA,160.7824,"2",4,7
5,"0","2",12.68,0.77,0.2239,"(-0.01,5]",NA,"2",4,6
6,"0","2",12.68,0.72,0.3284,"(5,10]",160.7824,"2",4,12
7,"0","3",11.74,0.77,0.3881,"(5,10]",137.8276,"2",4,24
8,"0","3",10.8,0.82,0.2537,NA,116.64,"2",4,51
9,"0","3",NA,0.82,0.2537,"(5,10]",116.64,"2",4,79
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,68
11,NA,"3",NA,NA,NA,NA,97.2196,"2",4,77
12,NA,"3",9.86,NA,NA,NA,97.2196,"2",4,61
NA,"0",NA,9.86,0.82,0.3582,"(10,16]",97.2196,"2",4,52
NA,"0",NA,NA,0.87,0.3284,"(10,16]",NA,"2",4,53
15,"0","3",9.86,0.87,0.3881,"(10,16]",97.2196,"2",4,38
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,36
NA,"0",NA,NA,0.93,0.4478,"(16,19]",NA,"2",4,27
18,"0","3",8.92,0.93,0.4478,NA,79.5664,"2",4,39
19,"0","3",8.92,0.87,0.5224,"(16,19]",79.5664,"2",4,35
20,"0","3",8.92,0.93,0.4179,"(19,24]",79.5664,"2",4,35
21,"0","3",8.92,0.87,0.3881,"(19,24]",79.5664,"2",4,11
22,"0","3",7.98,0.87,0.5224,"(19,24]",63.6804,"2",4,13
23,"0",NA,8.92,0.81,0.4627,"(19,24]",79.5664,"2",4,17
NA,"1",NA,NA,0.81,0.4179,"(-0.01,5]",NA,"2",4,6
NA,"1","3",7.98,0.87,0.3582,"(-0.01,5]",63.6804,"2",4,2
2,"1","2",7.04,0.87,NA,"(-0.01,5]",49.5616,"2",4,4
NA,"1",NA,NA,0.81,0.2836,"(-0.01,5]",NA,"2",4,1
4,"1","3",6.1,0.81,0.2836,"(-0.01,5]",37.21,"2",4,3
5,"1","3",NA,0.81,0.2836,"(-0.01,5]",37.21,"2",4,14
6,"1",NA,6.1,NA,0.2985,NA,37.21,"2",4,45
7,"1","3",6.1,NA,0.2537,"(5,10]",37.21,"2",4,207
8,"1","2",6.1,0.75,0.3284,"(5,10]",37.21,"2",4,482
9,"1","2",6.1,0.75,0.3881,"(5,10]",37.21,"2",4,272
10,"1","2",7.04,0.7,0.3284,"(5,10]",49.5616,"2",4,100
NA,"1",NA,NA,0.7,0.3582,"(10,16]",NA,"2",4,101
NA,"1",NA,NA,0.71,0.3582,"(10,16]",NA,"2",4,129
13,"1","3",7.98,0.66,0.3881,"(10,16]",63.6804,"2",4,107
14,"1","3",8.92,0.62,0.4478,"(10,16]",79.5664,"2",4,114
15,NA,"2",8.92,0.62,0.3881,"(10,16]",79.5664,"2",4,112
16,"1","3",6.1,0.81,0.3582,"(10,16]",37.21,"2",4,103
17,"1","3",6.1,NA,0.3284,"(16,19]",37.21,"2",4,232
18,NA,"3",7.04,0.81,0.1343,"(16,19]",49.5616,"2",4,379
19,"1","2",7.98,0.76,0.2239,"(16,19]",63.6804,"2",4,298
20,NA,"2",7.04,NA,NA,NA,49.5616,"2",4,203
21,NA,"2",7.04,NA,NA,NA,49.5616,"2",4,152
22,NA,"1",7.04,NA,NA,NA,49.5616,"2",4,89
23,NA,"1",7.04,0.76,0.1642,"(19,24]",49.5616,"2",4,59
NA,"2",NA,NA,0.76,0.1343,"(-0.01,5]",NA,"2",4,13
1,NA,"2",7.04,NA,NA,NA,49.5616,"2",4,7
2,"2","1",7.04,0.81,0.194,"(-0.01,5]",49.5616,"2",4,3
NA,"2",NA,NA,0.81,0.2239,"(-0.01,5]",NA,"2",4,2
4,NA,"1",6.1,NA,NA,NA,37.21,"2",4,3
5,"2","1",6.1,0.7,0.194,"(-0.01,5]",37.21,"2",4,22
6,"2","1",6.1,0.7,0.2239,"(5,10]",37.21,"2",4,120
NA,"2",NA,NA,0.66,0.2836,"(5,10]",NA,"2",4,390
8,"2","1",7.98,0.61,0.2537,"(5,10]",63.6804,"2",4,611
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,308
10,"2","1",11.74,0.47,0.2985,"(5,10]",137.8276,"2",4,162
11,"2","1",13.62,0.31,0.3881,"(10,16]",185.5044,"2",4,184
12,"2","1",14.56,0.29,0.3881,"(10,16]",211.9936,"2",4,224
13,"2","1",15.5,0.29,0.3881,"(10,16]",NA,"2",4,224
14,"2","1",15.5,0.25,0.3881,"(10,16]",240.25,"2",4,216
NA,NA,NA,NA,0.23,0.4179,"(10,16]",NA,"2",4,236
NA,"2",NA,NA,0.23,0.194,NA,NA,"2",4,362
17,"2","1",16.44,0.22,0.3881,"(16,19]",270.2736,"2",4,691
NA,"2",NA,NA,0.18,0,"(16,19]",NA,"2",4,632
19,"2","1",15.5,0.18,0.2537,"(16,19]",240.25,"2",4,482
20,"2","1",14.56,0.21,0.3284,"(19,24]",211.9936,"2",4,285
21,NA,"2",13.62,NA,NA,NA,185.5044,"2",4,226
22,"2","1",12.68,0.35,0.1045,"(19,24]",160.7824,"2",4,157
23,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,73
0,"3","1",12.68,0.38,0,"(-0.01,5]",160.7824,"2",4,36
NA,"3",NA,NA,0.41,0,"(-0.01,5]",NA,"2",4,25
2,"3","1",8.92,0.62,0,"(-0.01,5]",79.5664,"2",4,7
3,"3","1",NA,0.7,0.0896,"(-0.01,5]",49.5616,"2",4,3
4,NA,"1",NA,NA,NA,NA,63.6804,"2",4,6
5,NA,"1",NA,0.66,0,"(-0.01,5]",63.6804,"2",4,24
6,"3","1",7.98,0.66,0,"(5,10]",63.6804,"2",4,106
NA,"3",NA,NA,0.71,0,"(5,10]",NA,"2",4,389
8,"3","1",8.92,0.76,0.0896,"(5,10]",79.5664,"2",4,654
9,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,321
10,"3","1",16.44,0.34,0,"(5,10]",270.2736,"2",4,182
11,"3","1",16.44,0.32,0.1343,"(10,16]",270.2736,"2",4,219
NA,"3",NA,NA,0.28,0.2836,"(10,16]",NA,"2",4,269
13,"3","1",18.32,0.26,0.2239,"(10,16]",335.6224,"2",4,228
14,NA,"1",18.32,NA,NA,NA,335.6224,"2",4,223
15,NA,"1",19.26,NA,NA,NA,370.9476,"2",4,229
16,"3","1",20.2,0.2,0.3284,"(10,16]",408.04,"2",4,376
17,"3","1",20.2,0.2,0.2985,"(16,19]",408.04,"2",4,732
18,"3","1",NA,0.2,0.2836,"(16,19]",408.04,"2",4,709
19,"3","1",20.2,0.2,0.194,"(16,19]",NA,"2",4,543
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,380
21,"3","1",16.44,0.52,0.1343,"(19,24]",270.2736,"2",4,239
22,"3",NA,NA,0.51,0,"(19,24]",240.25,"2",4,192
23,"3","2",15.5,0.51,0.0896,"(19,24]",240.25,"2",4,104
0,"4","2",14.56,0.63,0,"(-0.01,5]",211.9936,"2",4,43
1,NA,"2",14.56,NA,NA,NA,211.9936,"2",4,23
2,"4","2",14.56,0.55,0.1045,"(-0.01,5]",211.9936,"2",4,13
3,"4","2",NA,0.55,0.0896,"(-0.01,5]",211.9936,"2",4,6
4,"4","2",14.56,0.59,0.0896,"(-0.01,5]",211.9936,"2",4,3
5,NA,"2",14.56,NA,NA,NA,211.9936,"2",4,17
6,"4","2",14.56,0.63,0.2537,"(5,10]",211.9936,"2",4,127
NA,"4",NA,NA,0.82,0.3582,NA,NA,"2",4,225
NA,"4",NA,NA,0.82,0.194,"(5,10]",NA,"2",4,362
NA,"4",NA,NA,0.88,0.1642,"(5,10]",NA,"2",4,201
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,139
11,"4","2",13.62,0.94,0.2239,"(10,16]",NA,"2",4,151
12,NA,"2",16.44,NA,NA,NA,270.2736,"2",4,204
13,NA,"2",15.5,0.82,NA,"(10,16]",240.25,"2",4,197
NA,"4",NA,NA,0.77,0.194,"(10,16]",NA,"2",4,169
15,"4","2",16.44,0.83,0.3284,"(10,16]",NA,"2",4,204
NA,"4",NA,NA,0.83,0.2239,"(10,16]",NA,"2",4,318
NA,"4",NA,NA,0.77,0.1642,"(16,19]",NA,"2",4,614
18,"4","2",17.38,0.77,0.194,"(16,19]",302.0644,"2",4,664
19,"4",NA,17.38,0.77,0.2239,"(16,19]",302.0644,"2",4,464
20,"4","1",17.38,0.77,0.194,"(19,24]",302.0644,"2",4,337
NA,"4",NA,NA,0.83,0.2239,"(19,24]",NA,"2",4,250
22,NA,"1",16.44,NA,NA,NA,NA,"2",4,183
23,"4","1",15.5,0.88,0.1642,"(19,24]",240.25,"2",4,112
0,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,73
1,"5","1",15.5,0.59,0.4478,"(-0.01,5]",240.25,"2",4,35
2,NA,"1",14.56,NA,NA,NA,NA,"2",4,22
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,3
4,"5",NA,11.74,0.44,0.2537,"(-0.01,5]",137.8276,"2",4,6
5,"5","1",11.74,0.44,0.3582,"(-0.01,5]",137.8276,"2",4,19
6,NA,"1",10.8,NA,0.2537,"(5,10]",116.64,"2",4,120
NA,"5",NA,NA,0.5,0.2836,"(5,10]",NA,"2",4,315
8,"5","1",10.8,0.5,0,"(5,10]",116.64,"2",4,592
NA,"5",NA,NA,0.44,0.4925,"(5,10]",NA,"2",4,334
10,"5","1",12.68,0.38,0.4179,"(5,10]",160.7824,"2",4,236
NA,"5",NA,NA,0.38,0.3284,"(10,16]",NA,"2",4,233
12,"5","1",13.62,0.36,NA,"(10,16]",185.5044,"2",4,307
13,NA,NA,13.62,0.33,0.3881,"(10,16]",185.5044,"2",4,306
14,NA,"1",13.62,0.33,0.3284,"(10,16]",185.5044,"2",4,300
15,"5","1",16.44,0.29,0.4925,"(10,16]",270.2736,"2",4,324
16,NA,"1",16.44,0.29,0.2537,"(10,16]",270.2736,"2",4,440
17,"5","1",17.38,0.24,0.3881,"(16,19]",302.0644,"2",4,702
18,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,654
19,NA,"1",15.5,NA,NA,NA,240.25,"2",4,441
NA,"5",NA,NA,0.31,0.2836,"(19,24]",NA,"2",4,289
21,"5","1",12.68,0.33,0.2985,"(19,24]",160.7824,"2",4,208
22,"5","1",11.74,0.38,0.2537,"(19,24]",137.8276,"2",4,158
23,"5","1",10.8,0.4,0.2537,"(19,24]",116.64,"2",4,116
0,"6","1",9.86,0.43,0.1642,"(-0.01,5]",97.2196,"2",4,103
NA,"6",NA,NA,0.5,0.2985,"(-0.01,5]",NA,"2",4,67
2,"6","1",8.92,0.43,0.1642,"(-0.01,5]",79.5664,"2",4,57
NA,"6",NA,NA,0.49,0.2239,"(-0.01,5]",NA,"2",4,26
NA,"6",NA,NA,0.49,0.1642,"(-0.01,5]",NA,"2",4,2
NA,"6",NA,NA,0.46,0.1343,"(-0.01,5]",NA,"2",4,5
6,"6","1",7.98,0.49,0.194,"(5,10]",63.6804,"2",4,28
7,"6","1",7.98,0.49,0.1642,"(5,10]",63.6804,"2",4,55
NA,"6",NA,NA,0.4,0.1343,"(5,10]",NA,"2",4,158
9,"6","2",9.86,0.37,0,"(5,10]",97.2196,"2",4,214
10,"6","2",9.86,0.4,0.1642,"(5,10]",97.2196,"2",4,291
NA,"6","2",9.86,0.4,0.1045,"(10,16]",97.2196,"2",4,358
12,"6","2",9.86,0.43,0,"(10,16]",97.2196,"2",4,381
13,"6","2",10.8,0.37,0,"(10,16]",116.64,"2",4,389
14,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,440
15,"6","1",11.74,0.41,0.2239,"(10,16]",137.8276,"2",4,408
16,"6","2",12.68,NA,0.194,"(10,16]",160.7824,"2",4,376
17,"6","2",11.74,0.41,0.1343,"(16,19]",137.8276,"2",4,322
18,NA,"3",10.8,NA,NA,NA,116.64,"2",4,90
19,"6","3",8.92,0.71,0.1343,"(16,19]",79.5664,"2",4,139
20,NA,"2",9.86,NA,NA,NA,97.2196,"2",4,102
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,84
NA,"6",NA,NA,0.71,0.1343,"(19,24]",NA,"2",4,83
23,NA,"2",9.86,NA,NA,NA,97.2196,"2",4,42
0,"0","3",8.92,0.81,0.1343,"(-0.01,5]",79.5664,"2",4,36
NA,"0",NA,NA,0.81,0.1343,NA,NA,"2",4,42
2,"0","2",8.92,0.87,0.1045,NA,79.5664,"2",4,40
3,"0","2",8.92,0.87,0.194,"(-0.01,5]",79.5664,"2",4,16
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,4
5,"0","1",7.98,0.87,0,NA,63.6804,"2",4,6
6,NA,"1",7.98,NA,NA,NA,63.6804,"2",4,7
7,"0","2",7.98,0.87,0.1343,"(5,10]",63.6804,"2",4,27
8,"0",NA,9.86,0.76,0.1343,"(5,10]",97.2196,"2",4,107
9,NA,"1",10.8,NA,NA,NA,116.64,"2",4,185
10,"0","1",11.74,0.67,NA,"(5,10]",137.8276,"2",4,380
11,NA,"1",13.62,NA,NA,NA,185.5044,"2",4,411
12,"0","1",14.56,0.44,0.1045,"(10,16]",211.9936,"2",4,584
13,"0","1",15.5,0.45,0.1045,"(10,16]",240.25,"2",4,595
14,"0","1",NA,0.34,0,"(10,16]",302.0644,"2",4,653
15,"0","1",18.32,0.37,0.1343,"(10,16]",335.6224,"2",4,603
NA,"0",NA,NA,0.28,0.194,"(10,16]",NA,"2",4,587
17,"0","1",NA,0.27,0.2985,"(16,19]",446.8996,"2",4,522
18,NA,"1",20.2,NA,NA,NA,408.04,"2",4,487
19,NA,"1",NA,NA,NA,NA,335.6224,"2",4,375
20,"0","1",18.32,0.32,0.0896,"(19,24]",335.6224,"2",4,243
21,"0","1",16.44,0.48,0.1343,"(19,24]",270.2736,"2",4,204
22,"0","1",15.5,0.45,0,"(19,24]",240.25,"2",4,108
23,"0","1",14.56,0.59,0,"(19,24]",211.9936,"2",4,82
0,NA,NA,12.68,NA,NA,NA,160.7824,"2",4,48
NA,"1",NA,NA,0.77,0.0896,"(-0.01,5]",NA,"2",4,24
2,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,8
3,NA,"1",10.8,NA,NA,NA,116.64,"2",4,4
NA,"1",NA,NA,0.62,0.2537,"(-0.01,5]",NA,"2",4,2
NA,"1",NA,NA,0.62,0.2537,"(-0.01,5]",NA,"2",4,20
6,"1","1",10.8,0.47,0.194,"(5,10]",116.64,"2",4,123
7,"1","1",10.8,0.5,0.194,"(5,10]",116.64,"2",4,349
NA,"1",NA,NA,0.43,0.194,"(5,10]",NA,"2",4,596
9,NA,"2",10.8,NA,NA,NA,116.64,"2",4,268
NA,NA,"2",11.74,NA,NA,NA,137.8276,"2",4,157
11,"1","2",12.68,0.44,0.1045,"(10,16]",160.7824,"2",4,163
NA,"1",NA,NA,0.47,0.1343,NA,NA,"2",4,225
13,"1","2",NA,0.51,0.0896,"(10,16]",211.9936,"2",4,247
14,"1","2",15.5,0.55,0.1343,"(10,16]",240.25,"2",4,218
15,"1","2",16.44,0.55,0.1045,"(10,16]",270.2736,"2",4,231
16,"1","1",18.32,0.6,0.194,"(10,16]",NA,"2",4,347
17,"1","1",18.32,0.6,0.1642,"(16,19]",335.6224,"2",4,683
NA,"1",NA,NA,NA,0.2239,"(16,19]",NA,"2",4,664
19,NA,"2",17.38,NA,NA,NA,302.0644,"2",4,471
20,NA,"2",16.44,NA,NA,NA,270.2736,"2",4,309
21,"1","2",16.44,0.59,0.194,"(19,24]",270.2736,"2",4,221
22,"1","2",16.44,0.55,0.1642,"(19,24]",270.2736,"2",4,134
23,NA,NA,16.44,NA,NA,NA,270.2736,"2",4,60
NA,"2",NA,15.5,NA,0.194,"(-0.01,5]",240.25,"2",5,35
1,"2","2",15.5,0.63,0.1343,"(-0.01,5]",240.25,"2",5,21
2,"2",NA,15.5,0.72,0.0896,"(-0.01,5]",240.25,"2",5,8
3,"2","2",15.5,0.77,0,"(-0.01,5]",240.25,"2",5,3
4,"2","2",16.44,0.72,0.0896,"(-0.01,5]",270.2736,"2",5,8
5,NA,"2",16.44,NA,NA,NA,270.2736,"2",5,17
NA,"2",NA,NA,0.77,0.1045,"(5,10]",NA,"2",5,26
7,NA,"2",15.5,NA,NA,NA,240.25,"2",5,169
8,NA,"2",16.44,NA,NA,NA,270.2736,"2",5,557
9,"2","2",17.38,0.88,0.194,"(5,10]",302.0644,"2",5,349
10,"2",NA,21.14,0.78,0.2537,"(5,10]",446.8996,"2",5,174
11,"2","2",23.02,NA,0.2836,"(10,16]",529.9204,"2",5,229
NA,"2",NA,NA,0.58,0.2239,"(10,16]",NA,"2",5,269
13,"2","2",25.84,0.51,0.2239,"(10,16]",667.7056,"2",5,249
NA,"2",NA,NA,0.48,0.2537,"(10,16]",NA,"2",5,204
15,NA,"2",26.78,NA,NA,NA,NA,"2",5,234
NA,"2",NA,NA,0.45,0.194,"(10,16]",NA,"2",5,354
17,"2","1",26.78,0.48,0.0896,"(16,19]",717.1684,"2",5,681
18,NA,"1",24.9,NA,NA,NA,620.01,"2",5,743
19,"2","1",24.9,0.54,0.1343,"(16,19]",620.01,"2",5,487
20,NA,"1",23.02,NA,NA,NA,529.9204,"2",5,335
21,NA,"1",22.08,NA,NA,NA,487.5264,"2",5,282
22,"2","1",22.08,0.65,0,"(19,24]",487.5264,"2",5,211
23,"2","1",20.2,NA,0,"(19,24]",408.04,"2",5,95
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,47
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,15
NA,"3",NA,NA,0.83,0,NA,NA,"2",5,16
NA,"3",NA,NA,0.83,0.0896,"(-0.01,5]",NA,"2",5,6
4,"3","1",17.38,0.88,0,"(-0.01,5]",302.0644,"2",5,4
5,NA,"1",17.38,NA,NA,NA,302.0644,"2",5,33
6,"3","3",18.32,0.84,0,"(5,10]",335.6224,"2",5,120
NA,"3",NA,NA,0.88,0.194,"(5,10]",NA,"2",5,358
8,"3","2",18.32,0.88,0,"(5,10]",335.6224,"2",5,666
9,NA,"2",18.32,NA,NA,NA,335.6224,"2",5,315
10,"3","2",19.26,0.83,0.1045,"(5,10]",370.9476,"2",5,175
11,NA,"2",19.26,NA,NA,NA,370.9476,"2",5,184
12,"3","2",19.26,0.83,NA,"(10,16]",370.9476,"2",5,245
13,"3","2",NA,0.78,0.194,"(10,16]",370.9476,"2",5,228
14,"3","1",21.14,0.69,0.0896,"(10,16]",446.8996,"2",5,240
15,"3","1",22.08,0.65,0.194,"(10,16]",487.5264,"2",5,256
16,"3","1",22.08,0.65,0.1642,"(10,16]",487.5264,"2",5,367
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,729
18,NA,"1",18.32,NA,NA,NA,335.6224,"2",5,813
19,"3","1",17.38,0.77,0.2537,"(16,19]",302.0644,"2",5,504
20,"3","1",16.44,0.77,0.2537,"(19,24]",270.2736,"2",5,338
21,"3","1",16.44,0.77,0.2239,"(19,24]",270.2736,"2",5,239
22,NA,"1",15.5,NA,NA,NA,240.25,"2",5,173
23,NA,"2",15.5,NA,NA,NA,240.25,"2",5,98
0,"4",NA,14.56,0.82,0.2239,"(-0.01,5]",211.9936,"2",5,90
1,NA,"2",13.62,NA,NA,NA,185.5044,"2",5,24
2,NA,"2",13.62,NA,NA,NA,185.5044,"2",5,17
NA,"4",NA,NA,0.88,0,"(-0.01,5]",NA,"2",5,6
4,"4","2",13.62,0.88,0.2537,"(-0.01,5]",185.5044,"2",5,2
5,NA,"2",13.62,NA,NA,NA,185.5044,"2",5,21
6,"4","2",13.62,0.88,0.1642,"(5,10]",185.5044,"2",5,136
7,"4","3",12.68,0.94,0.1045,"(5,10]",160.7824,"2",5,384
8,"4","3",13.62,0.88,0.194,"(5,10]",NA,"2",5,627
9,"4",NA,14.56,0.88,0.1045,"(5,10]",211.9936,"2",5,304
10,NA,"2",16.44,NA,NA,NA,270.2736,"2",5,168
11,"4","1",17.38,0.77,0,"(10,16]",302.0644,"2",5,201
12,"4","1",18.32,0.73,0.1343,"(10,16]",335.6224,"2",5,301
13,"4","1",20.2,0.69,0.194,"(10,16]",408.04,"2",5,265
NA,"4",NA,NA,0.65,0.194,"(10,16]",NA,"2",5,204
15,"4","1",23.02,0.61,0.194,"(10,16]",529.9204,"2",5,283
NA,"4",NA,NA,0.57,0.1642,"(10,16]",NA,"2",5,370
17,"4","1",25.84,0.54,0.1343,"(16,19]",667.7056,"2",5,704
18,"4",NA,25.84,0.58,NA,"(16,19]",667.7056,"2",5,706
19,NA,"1",24.9,NA,NA,NA,620.01,"2",5,522
NA,"4",NA,NA,0.73,0.194,"(19,24]",NA,"2",5,420
21,"4",NA,NA,0.78,0.1343,"(19,24]",446.8996,"2",5,299
22,NA,"1",21.14,NA,NA,NA,446.8996,"2",5,246
23,"4","1",20.2,0.83,0,"(19,24]",408.04,"2",5,121
0,"5","1",20.2,0.78,0.3284,"(-0.01,5]",408.04,"2",5,89
1,"5","1",20.2,0.78,0.1045,"(-0.01,5]",NA,"2",5,48
2,"5","1",19.26,0.83,0.1343,"(-0.01,5]",370.9476,"2",5,11
3,"5","1",18.32,0.88,0.2239,"(-0.01,5]",335.6224,"2",5,14
4,"5","1",18.32,0.88,0.194,"(-0.01,5]",335.6224,"2",5,4
5,"5","1",18.32,0.88,0.194,"(-0.01,5]",335.6224,"2",5,24
6,"5","1",17.38,0.94,0.1045,"(5,10]",302.0644,"2",5,135
7,"5","1",18.32,0.88,0,"(5,10]",335.6224,"2",5,356
8,"5","1",18.32,0.88,0,"(5,10]",335.6224,"2",5,618
NA,NA,NA,NA,0.78,0,"(5,10]",NA,"2",5,294
10,"5","2",21.14,0.73,0.1343,"(5,10]",446.8996,"2",5,199
11,"5","2",24.9,0.61,0,"(10,16]",NA,"2",5,258
12,"5","3",21.14,0.78,0.3582,"(10,16]",446.8996,"2",5,171
13,NA,"2",22.08,0.73,0,"(10,16]",487.5264,"2",5,278
NA,"5","2",23.02,0.74,0.2836,NA,529.9204,"2",5,242
15,"5","2",25.84,0.62,0.1045,"(10,16]",667.7056,"2",5,343
NA,"5",NA,NA,0.48,0.1642,"(10,16]",NA,"2",5,440
17,"5","1",24.9,0.54,0.4627,"(16,19]",620.01,"2",5,643
